ENSEMBL_gene_id	Chromosome	Gene_start	Gene_end	HGNC_symbol
ENSG00000221244	5	1057302	1057392	AC116351.2-3
ENSG00000145506	5	1062077	1091925	NKD2
ENSG00000113504	5	1103491	1165172	SLC12A7
ENSG00000174358	5	1254710	1276375	SLC6A19
ENSG00000164363	5	1278470	1299303	SLC6A18
ENSG00000164362	5	1306289	1348162	TERT
ENSG00000049656	5	1370983	1397999	CLPTM1L
ENSG00000203587	5	1372167	1372584	AC026748.7-1
ENSG00000142319	5	1445914	1498545	SLC6A3
ENSG00000215245	5	1446642	1447123	AC026748.7-2
ENSG00000153395	5	1514544	1577076	AYTL2
ENSG00000185986	5	1625243	1646257	AC091849.2
ENSG00000188002	5	1681814	1687105	AC026412.4
ENSG00000171421	5	1851499	1852946	MRPL36
ENSG00000145494	5	1854509	1869161	NDUFS6
ENSG00000113430	5	1930549	1935880	IRX4
ENSG00000201026	5	2237824	2237934	Y_RNA
ENSG00000170561	5	2798959	2804774	IRX2
ENSG00000186493	5	2805258	2808511	C5orf38
ENSG00000215233	5	2840558	2841646	AC116359.2
ENSG00000170549	5	3649168	3654517	IRX1
ENSG00000221195	5	4355889	4355974	AC026711.6
ENSG00000215231	5	5091634	5123107	AC010451.9
ENSG00000223007	5	5179159	5179450	7SK
ENSG00000209866	5	5179159	5179388	AC022424.6-1
ENSG00000145536	5	5193443	5373412	ADAMTS16
ENSG00000209884	5	5449449	5449516	AC091978.3-1
ENSG00000209891	5	5449518	5449586	AC091978.3-2
ENSG00000164151	5	5475807	5543337	AC012607.8
ENSG00000221568	5	6165224	6165313	AC026797.3
ENSG00000133398	5	6425040	6431639	MED10
ENSG00000215218	5	6502088	6545705	AC093307.5
ENSG00000037474	5	6652355	6686157	NSUN2
ENSG00000145545	5	6686500	6722673	SRD5A1
ENSG00000112941	5	6767718	6810161	POLS
ENSG00000200243	5	6901291	6901575	7SK
ENSG00000212258	5	7100340	7100449	5S_rRNA
ENSG00000205976	5	7352487	7354545	AC091951.3
ENSG00000078295	5	7449343	7883194	ADCY2
ENSG00000215217	5	7883494	7904603	C5orf49
ENSG00000124279	5	7912273	7922122	FASTKD3
ENSG00000124275	5	7922217	7954233	MTRR
ENSG00000199773	5	8033259	8033417	U1
ENSG00000209923	5	8672217	8672285	AC091953.3-1
ENSG00000209930	5	8673500	8673566	AC091953.3-2
ENSG00000209933	5	8675183	8675252	AC091953.3-3
ENSG00000112902	5	9088139	9599233	SEMA5A
ENSG00000169777	5	9682115	9683467	TAS2R1
ENSG00000222054	5	9814028	9814116	5S_rRNA
ENSG00000196193	5	10254621	10254959	AC034229.4
ENSG00000150756	5	10279438	10303014	FAM173B
ENSG00000150753	5	10303282	10319501	CCT5
ENSG00000164237	5	10330707	10361168	CMBL
ENSG00000199578	5	10345153	10345260	Y_RNA
ENSG00000200365	5	10390389	10390498	Y_RNA
ENSG00000145495	5	10406828	10488491	MARCH6
ENSG00000222829	5	10426915	10427420	SSU_rRNA_5
ENSG00000209963	5	10427042	10428088	AC012640.12-1
ENSG00000145491	5	10495013	10518135	ROPN1L
ENSG00000214179	5	10594568	10594807	AC112200.3
ENSG00000164236	5	10617580	10703225	ANKRD33B
ENSG00000112977	5	10732355	10814337	DAP
ENSG00000169862	5	11024978	11957110	CTNND2
ENSG00000207312	5	11080312	11080419	U6
ENSG00000212305	5	12350511	12350615	U6
ENSG00000222717	5	13227877	13227960	AC016553.6
ENSG00000039139	5	13745039	13997589	DNAH5
ENSG00000038382	5	14196829	14563310	TRIO
ENSG00000145569	5	14634932	14664205	FAM105A
ENSG00000203568	5	14668231	14668673	AC010627.7
ENSG00000154124	5	14717783	14752842	FAM105B
ENSG00000154122	5	14762019	14924876	ANKH
ENSG00000212736	5	14767789	14769601	AC010491.4
ENSG00000212036	5	14963667	14963749	AC016575.7
ENSG00000202269	5	15163895	15164029	U8
ENSG00000183580	5	15669091	15990295	FBXL7
ENSG00000216077	5	15988291	15988369	hsa-mir-887
ENSG00000222312	5	16086356	16086457	5S_rRNA
ENSG00000210019	5	16086375	16086464	AC026807.4-1
ENSG00000183654	5	16120474	16232654	MARCH11
ENSG00000173545	5	16504629	16518898	ZNF622
ENSG00000154153	5	16526148	16670118	FAM134B
ENSG00000201370	5	16676113	16676204	Y_RNA
ENSG00000145555	5	16715019	16936722	MYO10
ENSG00000210038	5	16907103	16907196	AC010310.5
ENSG00000201436	5	16994952	16995060	U6
ENSG00000206814	5	17170685	17170795	Y_RNA
ENSG00000209068	5	17210101	17210182	AC026790.5-1
ENSG00000215196	5	17222365	17270508	AC026790.5-2
ENSG00000176788	5	17270750	17329935	BASP1
ENSG00000210072	5	17293720	17293824	AC091878.2
ENSG00000185296	5	17359492	17360073	AC026785.4-1
ENSG00000201715	5	17398725	17399061	7SK
ENSG00000185041	5	17551334	17551936	AC106774.2
ENSG00000212278	5	18271989	18272062	SNORD81
ENSG00000210087	5	18583178	18583471	AC113389.2
ENSG00000210097	5	18994014	18994279	AC114981.2
ENSG00000145526	5	19508898	20024096	CDH18
ENSG00000214132	5	20339911	20341319	AC094103.2
ENSG00000215190	5	21495407	21510297	AC138951.2-2
ENSG00000198014	5	21527189	21534042	AC138951.2-3
ENSG00000203563	5	21529449	21529819	AC138951.2-1
ENSG00000221615	5	21770077	21770170	AC140132.3
ENSG00000154162	5	21786732	22889488	CDH12
ENSG00000183227	5	21919402	21920178	AC138940.3
ENSG00000168967	5	22178218	22178769	PMCHL1
ENSG00000206912	5	23335021	23335128	Y_RNA
ENSG00000164256	5	23543481	23564463	PRDM9
ENSG00000210122	5	24008053	24008153	AC026784.5-1
ENSG00000200600	5	24030368	24030469	Y_RNA
ENSG00000220422	5	24206060	24206766	AC010342.5
ENSG00000040731	5	24522967	24680668	CDH10
ENSG00000223004	5	24847347	24847414	SNORD29
ENSG00000199911	5	24946460	24946561	Y_RNA
ENSG00000201016	5	25737083	25737188	U6
ENSG00000222560	5	26048755	26048892	U4
ENSG00000113100	5	26916466	27074446	CDH9
ENSG00000207261	5	27147433	27147538	U6
ENSG00000221721	5	28022039	28022149	AC010455.5
ENSG00000210223	5	28660521	28660629	AC109472.4
ENSG00000223136	5	29984692	29984995	7SK
ENSG00000113361	5	31229553	31360994	CDH6
ENSG00000113360	5	31436366	31564970	RNASEN
ENSG00000082213	5	31498532	31590043	C5orf22
ENSG00000206682	5	31541548	31541652	Y_RNA
ENSG00000199765	5	31631429	31631533	U6
ENSG00000133401	5	31834788	32146794	PDZD2
ENSG00000210290	5	31860443	31860546	AC010469.7-1
ENSG00000210296	5	31868303	31868376	AC010469.7-2
ENSG00000214108	5	31944224	31945049	AC025458.5
ENSG00000113384	5	32160581	32210182	GOLPH3
ENSG00000200065	5	32170601	32170697	Y_RNA
ENSG00000183359	5	32184855	32185484	AC025178.8-1
ENSG00000215163	5	32245527	32274514	AC025181.8-2
ENSG00000214104	5	32258088	32258210	AC025181.8-1
ENSG00000150712	5	32262868	32348871	MTMR12
ENSG00000199731	5	32270629	32270738	U6
ENSG00000207052	5	32345525	32345631	U6
ENSG00000056097	5	32390214	32480601	ZFR
ENSG00000222961	5	32415258	32415338	AC008949.9
ENSG00000207956	5	32430241	32430338	hsa-mir-579
ENSG00000113387	5	32621434	32637819	SUB1
ENSG00000113389	5	32747422	32823009	NPR3
ENSG00000181495	5	32824702	32827576	C5orf23
ENSG00000214091	5	33198042	33198670	AC022443.5
ENSG00000210335	5	33313724	33313816	AC025472.4
ENSG00000113407	5	33476655	33503953	TARS
ENSG00000151388	5	33563043	33928054	ADAMTS12
ENSG00000201623	5	33923918	33924024	U6
ENSG00000182631	5	33972246	33974099	RXFP3
ENSG00000164175	5	33980481	34020537	SLC45A2
ENSG00000082196	5	34023069	34160396	AMACR
ENSG00000210364	5	34074129	34074302	AC139783.3
ENSG00000215159	5	34210910	34232139	AC138409.1-1
ENSG00000215158	5	34214831	34254205	AC139792.2
ENSG00000215156	5	34225895	34228810	AC138409.1-2
ENSG00000222261	5	34562016	34562163	AC114302.3
ENSG00000039560	5	34692275	34868473	RAI14
ENSG00000200136	5	34838141	34838244	5S_rRNA
ENSG00000205838	5	34875026	34916530	TTC23L
ENSG00000210385	5	34897817	34897989	AC026801.7-1
ENSG00000113456	5	34938268	34954139	RAD1
ENSG00000113460	5	34951577	34961542	BXDC2
ENSG00000168724	5	34965455	34994825	DNAJA5
ENSG00000113492	5	35033965	35083780	AGXT2
ENSG00000212082	5	35070014	35070104	AC010368.4
ENSG00000113494	5	35084621	35266334	PRLR
ENSG00000201368	5	35464923	35465135	U3
ENSG00000152582	5	35653746	35850469	SPEF2
ENSG00000168685	5	35892748	35912678	IL7R
ENSG00000152611	5	35940157	35974638	CAPSL
ENSG00000145626	5	35988967	36027256	UGT3A1
ENSG00000168671	5	36070881	36102741	UGT3A2
ENSG00000164187	5	36139171	36187772	LMBRD2
ENSG00000207756	5	36183751	36183847	hsa-mir-580
ENSG00000145604	5	36187946	36219902	SKP2
ENSG00000201223	5	36190978	36191081	U6
ENSG00000152620	5	36228451	36278015	C5orf33
ENSG00000219830	5	36263356	36277657	AC008942.6-1
ENSG00000164188	5	36284862	36337761	RANBP3L
ENSG00000222178	5	36521205	36521316	5S_rRNA
ENSG00000079215	5	36642446	36724191	SLC1A3
ENSG00000164190	5	36912649	37101678	NIPBL
ENSG00000215149	5	36921164	36922269	AC026741.6
ENSG00000197603	5	37142087	37237668	C5orf42
ENSG00000215147	5	37241214	37283557	AC025449.6-3
ENSG00000179326	5	37245226	37248240	AC025449.6-1
ENSG00000210444	5	37282032	37282338	AC025449.6-2
ENSG00000222734	5	37282034	37282338	SRP_euk_arch
ENSG00000113569	5	37327698	37406954	NUP155
ENSG00000082068	5	37415169	37788529	WDR70
ENSG00000222743	5	37655844	37655947	U6
ENSG00000206743	5	37736190	37736296	U6
ENSG00000168621	5	37848536	37875539	GDNF
ENSG00000212720	5	37849694	37849948	AC008869.5
ENSG00000164318	5	38294290	38501338	EGFLAM
ENSG00000113594	5	38510823	38631253	LIFR
ENSG00000205785	5	38848753	38859954	AC091435.3-1
ENSG00000205783	5	38856410	38857547	AC091435.3-2
ENSG00000145623	5	38881893	38970159	OSMR
ENSG00000164327	5	38973779	39110260	AC026713.5
ENSG00000082074	5	39141115	39255424	FYB
ENSG00000113600	5	39320763	39400412	C9
ENSG00000153071	5	39407537	39461092	DAB2
ENSG00000199361	5	40305417	40305578	U1
ENSG00000199552	5	40690822	40690953	SNORA63
ENSG00000171522	5	40715789	40729592	PTGER4
ENSG00000113638	5	40747439	40791829	TTC33
ENSG00000132356	5	40795238	40834054	PRKAA1
ENSG00000212567	5	40825936	40826063	SNORA57
ENSG00000145592	5	40867187	40871144	RPL37
ENSG00000212296	5	40868515	40868594	SNORD72
ENSG00000132357	5	40877043	40895948	CARD6
ENSG00000112936	5	40945356	41018794	C7
ENSG00000171495	5	41033880	41113219	HEATR7B2
ENSG00000039537	5	41178093	41297297	C6
ENSG00000222712	5	41210813	41211133	7SK
ENSG00000182836	5	41342805	41546487	PLCXD3
ENSG00000083720	5	41765925	41906548	OXCT1
ENSG00000205765	5	41940227	41957494	C5orf51
ENSG00000151876	5	41961113	41977420	FBXO4
ENSG00000199487	5	41999727	41999828	Y_RNA
ENSG00000112964	5	42459783	42757682	GHR
ENSG00000215083	5	42502749	42503991	AC093225.2
ENSG00000198865	5	42792687	42837775	CCDC152
ENSG00000211446	5	42836579	42844212	SEPP1
ENSG00000177738	5	43050282	43054583	AC008875.9
ENSG00000177721	5	43075258	43079029	C5orf39
ENSG00000215068	5	43077952	43081249	AC025171.8
ENSG00000172262	5	43157399	43211578	ZNF131
ENSG00000177453	5	43228084	43316708	AC114947.1
ENSG00000112972	5	43325250	43349352	HMGCS1
ENSG00000188850	5	43384188	43384531	AC114947.2
ENSG00000151882	5	43417357	43448245	CCL28
ENSG00000151881	5	43480112	43519718	C5orf28
ENSG00000172244	5	43522567	43550944	C5orf34
ENSG00000221700	5	43532164	43532251	AC114956.2
ENSG00000172239	5	43562129	43593244	PAIP1
ENSG00000213960	5	43622789	43624082	AC010435.6-1
ENSG00000112992	5	43638582	43743264	NNT
ENSG00000154148	5	43702624	43703091	AC010435.6-2
ENSG00000212561	5	44102483	44102590	U6
ENSG00000070193	5	44340831	44424623	FGF10
ENSG00000222995	5	44752049	44752344	SRP_euk_arch
ENSG00000112996	5	44844784	44851371	MRPS30
ENSG00000222945	5	45064355	45064436	AC114954.2
ENSG00000164588	5	45295125	45731977	HCN1
ENSG00000170571	5	49730236	49772958	EMB
ENSG00000213956	5	49964721	49965198	AC112187.2
ENSG00000151883	5	49998570	50173926	PARP8
ENSG00000207060	5	50386944	50387050	U6
ENSG00000206606	5	50499132	50499238	U6
ENSG00000213950	5	50606829	50607304	AC026798.5
ENSG00000210591	5	50653574	50653675	AC010478.5
ENSG00000016082	5	50714715	50726308	ISL1
ENSG00000152684	5	52119531	52134206	PELO
ENSG00000213949	5	52119893	52285241	ITGA1
ENSG00000210597	5	52123285	52123354	AC026230.5
ENSG00000164171	5	52320913	52426365	ITGA2
ENSG00000164172	5	52427266	52441336	MOCS2
ENSG00000213940	5	52538150	52538765	AC026477.3
ENSG00000134363	5	52812174	52817659	FST
ENSG00000164258	5	52892242	53014922	NDUFS4
ENSG00000222077	5	53114285	53114361	AC025175.4-3
ENSG00000217791	5	53190753	53191988	AC025175.4-1
ENSG00000185305	5	53216371	53642160	ARL15
ENSG00000222960	5	53243607	53243710	U6
ENSG00000210618	5	53243613	53243710	AC025175.4-2
ENSG00000207627	5	53283091	53283186	hsa-mir-581
ENSG00000210625	5	53379595	53379895	AC016601.7-1
ENSG00000223218	5	53379596	53379895	SRP_euk_arch
ENSG00000169271	5	53787202	53787964	HSPB3
ENSG00000178996	5	53849350	53875478	SNX18
ENSG00000221073	5	54184431	54184533	AC112198.2
ENSG00000164283	5	54309915	54317167	ESM1
ENSG00000113088	5	54355864	54365717	GZMK
ENSG00000207229	5	54372432	54372530	Y_RNA
ENSG00000145649	5	54434230	54441818	GZMA
ENSG00000164287	5	54444580	54504760	CDC20B
ENSG00000164294	5	54491744	54496508	GPX8
ENSG00000198983	5	54502117	54502207	hsa-mir-449a
ENSG00000207728	5	54502231	54502327	hsa-mir-449b
ENSG00000201369	5	54516499	54516612	5S_rRNA
ENSG00000152669	5	54562740	54565265	CCNO
ENSG00000067248	5	54587831	54639278	DHX29
ENSG00000039123	5	54639594	54757163	SKIV2L2
ENSG00000067113	5	54756442	54866630	PPAP2A
ENSG00000177058	5	54957430	55043909	SLC38A9
ENSG00000152670	5	55069627	55148519	DDX4
ENSG00000199322	5	55109054	55109172	5S_rRNA
ENSG00000213924	5	55170334	55171610	AC016632.7-1
ENSG00000164509	5	55182964	55254435	IL31RA
ENSG00000134352	5	55266680	55431094	IL6ST
ENSG00000210662	5	55332104	55332206	AC016596.6
ENSG00000164512	5	55431264	55564943	ANKRD55
ENSG00000210667	5	55457288	55457353	AC016585.8
ENSG00000223003	5	55478323	55478430	5S_rRNA
ENSG00000212265	5	55591917	55592030	5S_rRNA
ENSG00000210678	5	55629148	55629273	U6atac
ENSG00000216408	5	55836219	55836656	AC022431.1
ENSG00000095015	5	56146657	56227730	MAP3K1
ENSG00000155542	5	56240857	56248765	C5orf35
ENSG00000155545	5	56251186	56292377	MIER3
ENSG00000218706	5	56307177	56307808	AC114973.1
ENSG00000207293	5	56500692	56500793	Y_RNA
ENSG00000062194	5	56505701	56594666	GPBP1
ENSG00000169067	5	56813161	56814291	ACTBL2
ENSG00000209041	5	57401772	57401875	AC094101.3
ENSG00000145632	5	57785571	57791670	PLK2
ENSG00000175857	5	57825203	57828674	GAPT
ENSG00000152932	5	57914696	58183162	RAB3C
ENSG00000113448	5	58300629	59320301	PDE4D
ENSG00000210692	5	58554551	58554704	AC008829.7
ENSG00000202601	5	59035189	59035286	hsa-mir-582
ENSG00000202017	5	59635631	59635735	U6
ENSG00000213896	5	59761487	59761860	AC109486.2-1
ENSG00000152931	5	59819516	59819923	AC109486.2-2
ENSG00000035499	5	59928506	60031718	DEPDC1B
ENSG00000164181	5	60083376	60119016	ELOVL7
ENSG00000049167	5	60205415	60276648	ERCC8
ENSG00000215032	5	60205418	60236477	AC104113.3
ENSG00000164182	5	60276791	60484609	NDUFAF2
ENSG00000188725	5	60489297	60494059	C5orf43
ENSG00000183055	5	60706670	60707445	FAM133B
ENSG00000213891	5	60722252	60723455	RPL3P6
ENSG00000130449	5	60852928	60877754	ZSWIM6
ENSG00000223200	5	60888867	60888951	AC008836.6
ENSG00000212215	5	60995729	60995827	U6
ENSG00000178722	5	61018466	61038108	AC094086.2
ENSG00000068796	5	61637746	61718998	KIF2A
ENSG00000086189	5	61720108	61735485	DIMT1L
ENSG00000086200	5	61744351	61960165	IPO11
ENSG00000199279	5	61774760	61774866	U6
ENSG00000198679	5	61865238	61865375	AC114982.2-1
ENSG00000186105	5	61911023	61912890	LRRC70
ENSG00000218703	5	61958103	61958482	AC008859.5
ENSG00000217416	5	62106958	62108926	ISCA1L
ENSG00000201150	5	62891111	62891217	Y_RNA
ENSG00000178394	5	63292034	63293302	HTR1A
ENSG00000164197	5	63497427	63701397	RNF180
ENSG00000201046	5	63726767	63726883	5S_rRNA
ENSG00000186479	5	63838208	63943875	RGS7BP
ENSG00000222103	5	63871087	63871377	SRP_euk_arch
ENSG00000210763	5	63871088	63871372	AC035143.5-1
ENSG00000201869	5	63905148	63905253	U6
ENSG00000145642	5	64022207	64049673	AC008898.6
ENSG00000153006	5	64049736	64100252	FAM159B
ENSG00000153015	5	64100511	64350346	SDCCAG10
ENSG00000207439	5	64454952	64455057	Y_RNA
ENSG00000215023	5	64465552	64489786	AC008847.7-1
ENSG00000049192	5	64480322	64813460	ADAMTS6
ENSG00000205644	5	64746936	64747805	AC025186.6
ENSG00000123219	5	64849349	64894754	CENPK
ENSG00000113593	5	64894873	64919124	PPWD1
ENSG00000113595	5	64921268	64955943	TRIM23
ENSG00000210778	5	64930900	64930973	AC008560.6-1
ENSG00000207352	5	64936244	64936344	U6
ENSG00000113597	5	64956628	64997648	C5orf44
ENSG00000197860	5	64997520	65053697	SGTB
ENSG00000123213	5	65053834	65155143	NLN
ENSG00000112851	5	65258158	65412606	ERBB2IP
ENSG00000210796	5	65460640	65460832	AC025442.6
ENSG00000153914	5	65475841	65512468	SFRS12
ENSG00000205619	5	65527873	65903557	AC092373.2-2
ENSG00000210801	5	65562714	65562816	AC113378.2
ENSG00000176228	5	65903643	65904107	AC092373.2-1
ENSG00000069020	5	65927932	66501179	MAST4
ENSG00000210807	5	66319046	66319118	AC008872.6
ENSG00000134061	5	66513872	66528368	CD180
ENSG00000210812	5	66673667	66673773	AC008459.7
ENSG00000222939	5	66796106	66796192	AC079467.2
ENSG00000223149	5	67299029	67299135	AC010376.5
ENSG00000213864	5	67490802	67491477	AC104120.2
ENSG00000145675	5	67558218	67633403	PIK3R1
ENSG00000212249	5	68205542	68205672	U8
ENSG00000222762	5	68302062	68302335	7SK
ENSG00000145740	5	68425638	68461635	SLC30A5
ENSG00000220986	5	68492391	68492522	SNORA76
ENSG00000134057	5	68498669	68509822	CCNB1
ENSG00000210834	5	68507409	68507507	AC010273.8-1
ENSG00000153044	5	68521131	68541939	CENPH
ENSG00000134056	5	68549329	68577710	MRPS36
ENSG00000134058	5	68566471	68609004	CDK7
ENSG00000183323	5	68612278	68664392	CCDC125
ENSG00000213830	5	68644954	68645455	AC145132.2-2
ENSG00000215006	5	68665460	68665930	AC145132.2-1
ENSG00000185057	5	68683311	68701596	AC145132.2
ENSG00000085231	5	68696327	68701596	TAF9
ENSG00000152942	5	68700880	68746384	RAD17
ENSG00000152939	5	68746699	68773646	MARVELD2
ENSG00000222956	5	68810578	68810848	SRP_euk_arch
ENSG00000197822	5	68823875	68885887	OCLN
ENSG00000205575	5	68825796	69042097	AC145146.2-1
ENSG00000212260	5	68862196	68862298	U6
ENSG00000183474	5	68891830	68924107	GTF2H2C
ENSG00000214997	5	68964790	68967712	AC139495.2
ENSG00000197848	5	69230352	69233138	AC131392.2
ENSG00000212653	5	69252309	69310192	AC139277.2
ENSG00000205572	5	69356852	69374696	SERF1B
ENSG00000205571	5	69381106	69409175	SMN2
ENSG00000179978	5	69424621	69460019	AC140134.2-1
ENSG00000205570	5	69470446	69590632	AC140134.2-2
ENSG00000197370	5	69826551	69832484	AC146944.1-1
ENSG00000205565	5	69842535	69843804	AC146944.1-2
ENSG00000196302	5	69847835	69886906	AC146944.1-3
ENSG00000197284	5	70106234	70108204	AC139272.3
ENSG00000205561	5	70127358	70185264	AC139834.2
ENSG00000172058	5	70232270	70250113	SERF1A
ENSG00000172062	5	70256524	70284595	SMN1
ENSG00000081770	5	70300066	70356270	BIRC1
ENSG00000145736	5	70366717	70399253	GTF2H2
ENSG00000210838	5	70420216	70420316	AC044797.5
ENSG00000205550	5	70471472	70529370	AC145138.2-1
ENSG00000198237	5	70533867	70621367	AC145138.2-2
ENSG00000169040	5	70707368	70707919	PMCHL2
ENSG00000145734	5	70787198	70899405	BDP1
ENSG00000131844	5	70918910	70988981	MCCC2
ENSG00000164326	5	71050750	71052628	CARTPT
ENSG00000210845	5	71182496	71182698	AC116340.3
ENSG00000131711	5	71438874	71536822	MAP1B
ENSG00000113048	5	71551112	71651811	MRPS27
ENSG00000210849	5	71645980	71646266	AC026406.5-1
ENSG00000222134	5	71645982	71646271	SRP_euk_arch
ENSG00000049883	5	71651956	71690936	PTCD2
ENSG00000178175	5	71774990	71839005	ZNF366
ENSG00000206770	5	72100285	72100394	Y_RNA
ENSG00000083312	5	72148171	72248316	TNPO1
ENSG00000157107	5	72287655	72422104	FCHO2
ENSG00000200833	5	72431656	72431766	Y_RNA
ENSG00000157111	5	72452158	72463397	TMEM171
ENSG00000164325	5	72504804	72506294	TMEM174
ENSG00000183900	5	72778548	72779943	FOXD1
ENSG00000145741	5	72830006	72837202	BTF3
ENSG00000216219	5	72840370	72841006	AC099522.3
ENSG00000164331	5	72883919	72897254	ANKRA2
ENSG00000164338	5	72897336	72913540	UTP15
ENSG00000214944	5	72957739	73211774	AC093283.3-1
ENSG00000184084	5	73134873	73135180	AC091868.3
ENSG00000038102	5	73215339	73272768	AC093283.3-2
ENSG00000210914	5	73507032	73507238	AC091899.2
ENSG00000222551	5	73603263	73603346	AC106732.2-2
ENSG00000210920	5	73649567	73649866	AC106732.2-1
ENSG00000222827	5	73649567	73649863	SRP_euk_arch
ENSG00000171617	5	73958991	73972273	ENC1
ENSG00000049860	5	74016767	74052869	HEXB
ENSG00000164347	5	74052790	74098798	GFM2
ENSG00000207336	5	74056680	74056785	U6
ENSG00000164346	5	74098859	74108490	TINP1
ENSG00000198780	5	74109155	74198371	FAM169A
ENSG00000199645	5	74110890	74110994	U6
ENSG00000212363	5	74214237	74214361	SNORA40
ENSG00000182383	5	74321774	74322218	AC116337.2
ENSG00000176928	5	74356927	74362480	GCNT4
ENSG00000145700	5	74478817	74568459	ANKRD31
ENSG00000113161	5	74668855	74693681	HMGCR
ENSG00000113163	5	74702684	74843719	COL4A3BP
ENSG00000122008	5	74843337	74930889	POLK
ENSG00000189045	5	74948395	75002621	ANKDD1B
ENSG00000152359	5	75005705	75048989	C5orf37
ENSG00000207333	5	75041076	75041180	U6
ENSG00000214913	5	75162833	75164167	AC108120.3
ENSG00000122012	5	75415060	75657172	SV2C
ENSG00000210980	5	75423292	75423378	AC026774.7
ENSG00000176276	5	75501666	75505935	AC113404.3
ENSG00000171601	5	75708256	75708723	AC093251.2-1
ENSG00000205518	5	75734628	75734972	AC093251.2-2
ENSG00000145703	5	75734905	76039713	IQGAP2
ENSG00000164220	5	75947064	75954996	F2RL2
ENSG00000181104	5	76047542	76067054	F2R
ENSG00000210989	5	76115677	76115778	AC025188.8
ENSG00000164251	5	76150610	76166895	F2RL1
ENSG00000222059	5	76168483	76168776	SRP_euk_arch
ENSG00000171643	5	76181582	76252811	S100Z
ENSG00000145708	5	76284436	76301054	CRHBP
ENSG00000164252	5	76361988	76396789	AGGF1
ENSG00000132846	5	76408288	76418786	ZBED3
ENSG00000222316	5	76469548	76469657	AC008581.11
ENSG00000113231	5	76542462	76758982	PDE8B
ENSG00000164253	5	76763826	76824088	WDR41
ENSG00000214902	5	76877467	76877851	AC010234.5
ENSG00000211011	5	76935944	76936032	AC108173.1
ENSG00000171540	5	76960294	76970278	OTP
ENSG00000171530	5	77022751	77107941	TBCA
ENSG00000213763	5	77116467	77117595	AC035147.4
ENSG00000132842	5	77333909	77626284	AP3B1
ENSG00000222085	5	77388204	77388326	AC024568.6
ENSG00000200331	5	77646496	77646605	U6
ENSG00000206714	5	77648616	77648717	Y_RNA
ENSG00000085365	5	77692163	77812318	SCAMP1
ENSG00000145685	5	77816796	77980404	LHFPL2
ENSG00000113273	5	78108795	78318113	ARSB
ENSG00000132837	5	78329186	78401205	DMGDH
ENSG00000214890	5	78331972	78332609	AC020937.6
ENSG00000132840	5	78401339	78421029	BHMT2
ENSG00000145692	5	78443360	78463866	BHMT
ENSG00000201955	5	78501813	78501914	Y_RNA
ENSG00000206592	5	78552521	78552652	SNORA18
ENSG00000211034	5	78558853	78559109	AC016559.3-1
ENSG00000152409	5	78568095	78658794	JMY
ENSG00000213757	5	78615711	78616497	AC020898.6
ENSG00000152413	5	78704215	78845796	HOMER1
ENSG00000213755	5	78842013	78842476	RPL29P15
ENSG00000220085	5	78860878	78861672	AC093270.3-1
ENSG00000207391	5	78866432	78866533	Y_RNA
ENSG00000164329	5	78944152	79017858	PAPD4
ENSG00000164309	5	79021415	79131804	CMYA5
ENSG00000177034	5	79313964	79322836	MTX3
ENSG00000113296	5	79366859	79414861	THBS4
ENSG00000164300	5	79466607	79534810	SERINC5
ENSG00000211056	5	79571064	79571163	AC010260.7
ENSG00000184188	5	79631253	79631912	AC026410.5-4
ENSG00000209071	5	79637813	79637932	AC026410.5-1
ENSG00000164299	5	79651599	79653414	SPZ1
ENSG00000174398	5	79683208	79683531	AC026410.5-2
ENSG00000220157	5	79690652	79691615	AC026410.5-3
ENSG00000206774	5	79697301	79697407	U6
ENSG00000039319	5	79739594	79811254	ZFYVE16
ENSG00000152380	5	79819556	79873962	FAM151B
ENSG00000189127	5	79888331	79901854	ANKRD34B
ENSG00000211064	5	79982623	79982691	AC008434.5-1
ENSG00000223124	5	79983363	79984100	SSU_rRNA_5
ENSG00000211069	5	79983640	79983710	AC008434.5-2
ENSG00000113318	5	79986050	80208387	MSH3
ENSG00000113319	5	80292314	80557698	RASGRF2
ENSG00000214858	5	80514754	80520628	AC020901.8
ENSG00000131730	5	80564895	80597970	CKMT2
ENSG00000131732	5	80633178	80644872	ZCCHC9
ENSG00000172497	5	80661580	80725709	ACOT12
ENSG00000145687	5	80751428	81082828	SSBP2
ENSG00000214857	5	81224066	81224303	AC026726.7
ENSG00000152348	5	81303630	81586524	ATG10
ENSG00000222962	5	81410002	81410297	SRP_euk_arch
ENSG00000186468	5	81604899	81609995	RPS23
ENSG00000205464	5	81611037	81649981	ATP6AP1L
ENSG00000205462	5	81714520	81718091	AC026698.6
ENSG00000174695	5	82387742	82408935	TMEM167A
ENSG00000152422	5	82409073	82685333	XRCC4
ENSG00000038427	5	82803339	82912737	CSPG2
ENSG00000145681	5	82972502	83052454	HAPLN1
ENSG00000206744	5	83035023	83035118	U6
ENSG00000202157	5	83135129	83135260	U4
ENSG00000164176	5	83273882	83716367	EDIL3
ENSG00000216125	5	83305371	83305461	AC109496.2
ENSG00000211116	5	83528457	83528547	AC020936.5
ENSG00000211127	5	83647179	83647254	AC026440.4
ENSG00000214853	5	84331389	84331889	AC113412.2-1
ENSG00000211135	5	84346850	84346935	AC113412.2-2
